artist,album,track_name,track_id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Bryan J,Let Me Take You Out,Let Me Take You Out,4tM7IvirymOPAk74Us27kD,2010,50,0.705,0.63,8,-5.842,1,0.056,0,0.108,0.641,139.957,225707,4
Iyaz,Replay,Replay,4E5P1XyAFtrjpiIxkydly4,2009,75,0.706,0.751,9,-6.323,1,0.0708,0,0.168,0.195,91.031,182307,4
T-Pain,Happy Hour: The Greatest Hits,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),1Q1jlFs004vwB0DOznii3K,2014,47,0.691,0.543,1,-8.161,1,0.143,0,0.098,0.587,80.047,230853,4
Usher,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,2004,81,0.894,0.791,2,-4.699,1,0.112,0,0.0388,0.583,105.018,250373,4
Jay Sean,Down,Down,6ND2f7SUjYNpLqL0WPcNT1,2009,0,0.654,0.684,2,-4.509,1,0.032,0,0.0768,0.7,66.001,212280,4
Miley Cyrus,The Time Of Our Lives (International Version),Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,2009,79,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4
Jason Derulo,Jason Derulo (International),Ridin' Solo,6OEolOOk9Gh9bqkdpfIOl0,2010,66,0.442,0.83,9,-4.02,1,0.146,0,0.129,0.578,89.338,215747,4
Chris Brown,Exclusive - The Forever Edition,Forever,4X3FiBn7cd88I3MVtph9By,2007,0,0.669,0.822,11,-4.288,1,0.043,0.000142,0.231,0.43,120.011,277107,4
Lady Gaga,The Fame,Just Dance,6HkjpGIOHv4y0IBAxUbE5z,2008,0,0.822,0.737,1,-4.542,0,0.0314,4.19e-05,0.18,0.753,118.994,241933,4
Kesha,Animal,TiK ToK,5OMwQFBcte0aWFJFqrr5oj,2010,0,0.755,0.832,2,-2.741,0,0.116,1.27e-06,0.291,0.735,120.032,199693,4
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,2016,77,0.666,0.83,0,-5.715,1,0.0751,0,0.191,0.702,113.03,236002,4
Flo Rida,My House,My House,6Knv6wdA0luoMUuuoYi2i1,2015,76,0.688,0.702,7,-4.792,0,0.0499,0,0.128,0.74,94.006,192191,4
The Soggy Bottom Boys,"O Brother, Where Art Thou? (Soundtrack)","I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / Radio Station Version",5AhDb4oM6f4YmHPXW123Fg,2000,0,0.568,0.308,5,-13.063,1,0.0274,0,0.104,0.721,85.917,190000,4
Gillian Welch,"O Brother, Where Art Thou? (Soundtrack)","I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack",0x5EMnC2M9pDTAAStksrDt,2000,0,0.684,0.253,2,-13.561,1,0.0341,0.0317,0.118,0.521,102.94,237867,4
WALK THE MOON,TALKING IS HARD,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,2014,82,0.578,0.866,1,-3.804,1,0.0619,0,0.257,0.619,128.038,199080,4
Travis Tritt,Down The Road I Go,It's A Great Day To Be Alive,3oW6SWwGqiZSPTiAp7ZQoH,2000,71,0.595,0.653,7,-4.935,1,0.0265,0,0.264,0.542,128.93,241533,4
Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,2001,71,0.491,0.802,4,-7.106,1,0.0392,0,0.387,0.472,119.25,248907,4
The Jackson 5,20th Century Masters: The Millennium Collection: Best Of The Jackson 5,I Want You Back,0PGwM5vdr5fMejx0IIAYXj,1999,0,0.674,0.584,8,-8.204,1,0.0318,0.00195,0.187,0.96,98.293,180893,4
Billy Joel,Piano Man (Legacy Edition),Piano Man,70C4NyhjD5OZUMzvWZ3njJ,1973,75,0.331,0.55,0,-6.483,1,0.0272,3.96e-06,0.192,0.429,177.734,339000,3
Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,1974,80,0.596,0.605,7,-12.145,1,0.0255,0.000331,0.0863,0.886,97.798,283800,4
Donnie Trumpet & The Social Experiment,Surf,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,2015,63,0.511,0.596,0,-6.56,1,0.224,0,0.0798,0.554,158.063,226014,4
Aloe Blacc,Good Things,I Need A Dollar,5OA2EQqiP7r7Zcl6nw8ICW,2010,0,0.84,0.481,8,-7.152,0,0.033,0,0.0857,0.96,95.513,244386,4
"Calvin Harris, Rihanna",This Is What You Came For,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,2016,80,0.631,0.927,9,-2.787,0,0.0332,0.119,0.148,0.465,123.962,222160,4
The Beach Boys,Summer Days (And Summer Nights) [Remastered],California Girls - Remix/Remastered 2001,6bJuuCtXYiwOcKT9s8uRh8,1965,57,0.503,0.62,11,-6.069,1,0.0296,0,0.159,0.713,116.599,160360,4
The Oak Ridge Boys,Fancy Free,Elvira,0mG66FLhO0iZ6XCAGdjpax,1981,58,0.825,0.285,8,-17.491,1,0.0326,0.00131,0.0539,0.86,126.946,225627,4
A.R. Rahman,Slumdog Millionaire - Music From The Motion Picture,Jai Ho,4i3MgUew8ynhf49Qwr4IP4,2013,39,0.733,0.795,9,-6.748,1,0.0609,0.0001,0.0989,0.299,136.977,319347,4
Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,359krpyCKcFF8SFvqWES9L,2004,3,0.621,0.403,9,-8.211,1,0.0359,0,0.114,0.634,145.523,232133,4
Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,My Love (feat. T.I.),4NeOWqHmlrGRuBvsLJC9rL,2006,72,0.771,0.68,11,-5.881,0,0.224,1.18e-05,0.682,0.808,119.952,276160,4
Kelly Clarkson,Meaning of Life,Love So Soft,16QN8cBubEq706vNtPpOME,2017,55,0.808,0.581,11,-5.43,1,0.07,1.19e-05,0.0828,0.758,130.012,172427,4
Tim McGraw,Love Story,Just To See You Smile,28efjJXBm1CuCmqle5HK2w,2014,44,0.492,0.823,6,-8.526,1,0.0297,0,0.0523,0.702,94.342,215173,4
Sean Kingston,Tomorrow,Fire Burning,2oENJa1T33GJ0w8dC167G4,2009,71,0.839,0.804,1,-2.513,1,0.0329,0,0.331,0.888,122.973,239987,4
The Police,The Very Best Of Sting And The Police,Every Breath You Take,16fzReMJmcLlBccnZCTZNS,2002,0,0.825,0.449,1,-9.859,1,0.0348,0.0034,0.0726,0.738,117.399,251347,4
The Isley Brothers,Summer Breeze - The Best Of,Shout,7lX0IsKQ5ubVvowy0sGLBP,2009,0,0.448,0.825,10,-6.881,1,0.068,0,0.933,0.612,137.297,270133,4
The Band Perry,The Band Perry,If I Die Young,4u26EevCNXMhlvE1xFBJwX,2010,67,0.606,0.497,4,-6.611,1,0.0277,0,0.275,0.362,130.739,222773,4
"Sean Kingston, Justin Bieber",Eenie Meenie,Eenie Meenie,4vVTI94F9uJ8lHNDWKv0i2,2010,74,0.72,0.607,1,-4.168,1,0.0322,0,0.113,0.828,121.223,201947,4
Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Boom Boom Pow,3oDFtOhcN08qeDPAK6MEQG,2009,68,0.867,0.857,9,-5.892,1,0.0663,0.00171,0.13,0.402,130.048,251440,4
John Mayer,Continuum,Waiting On the World to Change,5xP3GDhXolpbFplyOOmgQI,2007,0,0.577,0.756,2,-5.82,1,0.115,0.000232,0.249,0.663,176.75,201173,4
Rusted Root,Music From Party of Five,Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,1996,68,0.5,0.681,0,-9.556,1,0.0672,4.01e-05,0.139,0.745,119.46,263333,4
Beyoncé,I AM...SASHA FIERCE,Halo,4JehYebiI9JE8sR8MisGVb,2008,74,0.508,0.72,11,-5.908,0,0.0628,0,0.0563,0.472,79.983,261640,4
ZAYN,Fifty Shades Darker (Original Motion Picture Soundtrack),I Don’t Wanna Live Forever (Fifty Shades Darker),2y5aJvzXhHPA94U5GFAcXe,2017,64,0.734,0.442,0,-8.432,1,0.0557,1.63e-05,0.213,0.0973,117.967,245653,4
Ed Sheeran,+,The A Team,1XpYodsD36XN7ygcdF7mJJ,2011,67,0.642,0.289,9,-9.918,1,0.0367,0,0.18,0.407,84.996,258373,4
MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,2012,80,0.72,0.791,1,-4.689,1,0.124,0,0.157,0.756,102.071,175427,4
fun.,Some Nights,We Are Young (feat. Janelle Monáe),7a86XRg84qjasly9f6bPSD,2012,73,0.378,0.638,10,-5.576,1,0.075,7.66e-05,0.0849,0.735,184.086,250627,4
The Wanted,The Wanted (Special Edition),Glad You Came,3AGOgQzp0YcPH41u9p7dOp,2012,62,0.61,0.841,7,-4.579,0,0.0692,9.85e-06,0.118,0.431,126.889,198187,4
David Guetta,Nothing but the Beat,Titanium (feat. Sia),77TT8Xvx637TpzV8kKGkUw,2011,59,0.604,0.788,0,-3.673,0,0.103,0.153,0.127,0.301,126.06,245040,4
"Headhunterz, Crystal Lake",Live Your Life,Live Your Life - Radio Edit,1Pofof4ZYVI6GDM0IFGvBk,2015,0,0.485,0.853,6,-3.192,0,0.0423,0.00155,0.0842,0.304,130.054,180923,4
Post Malone,rockstar,rockstar,29VZKgZvAjFRxxBnctjqOn,2017,0,0.552,0.503,5,-6.759,0,0.145,0.000555,0.143,0.141,159.706,218480,4
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,2010,75,0.688,0.853,10,-5.814,1,0.0493,0,0.0862,0.743,103.993,268320,4
Sam Smith,In The Lonely Hour (Deluxe Edition),Stay With Me,7IHOIqZUUInxjVkko181PB,2014,0,0.5,0.418,0,-6.535,1,0.0377,0.000193,0.11,0.176,84.899,172724,4
Justin Bieber,Believe (Deluxe Edition),Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,2012,74,0.602,0.843,0,-4.831,1,0.0593,5.27e-05,0.0682,0.526,128.003,227987,4
Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,2012,77,0.673,0.758,7,-3.632,1,0.158,0,0.341,0.542,135.956,229507,4
P!nk,The Truth About Love,Just Give Me a Reason (feat. Nate Ruess),4VC5nFbYO4avKksJ9jN4pY,2012,0,0.778,0.547,2,-7.273,1,0.0489,0.000302,0.132,0.441,95.002,242733,4
Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,2009,71,0.484,0.368,6,-7.784,1,0.0341,3.82e-05,0.118,0.142,92.923,216480,4
Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,2002,76,0.56,0.825,11,-3.862,1,0.0379,0,0.161,0.268,94.931,237493,4
Dobie Gray,His Very Best,Drift Away,3DEUviTtgRz6r3MdrUx0OL,2008,0,0.516,0.318,11,-14.061,1,0.0514,0,0.125,0.525,76.199,233707,4
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,0GONea6G2XdnHWjNZd6zt3,1984,81,0.508,0.834,2,-6.205,1,0.0386,0,0.0732,0.774,139.131,216053,4
Rick Springfield,The Best Of Rick Springfield,Jessie's Girl,0TF3F5Lw5apoD1zvR8LikO,1999,58,0.687,0.704,2,-7.923,1,0.0423,0,0.0924,0.843,131.704,192867,4
Judah & the Lion,Folk Hop N' Roll (Deluxe),Take It All Back 2.0,2w7O4XCRoIJrwF1NqKL9TM,2017,59,0.441,0.802,0,-6.411,1,0.0305,6.25e-05,0.123,0.783,148.023,218356,4
Snow Patrol,Eyes Open,Chasing Cars,11bD1JtSjlIgKgZG2134DZ,2006,51,0.563,0.592,9,-4.571,1,0.0276,5.08e-05,0.132,0.136,104.016,267933,4
Gavin DeGraw,Sweeter,Not Over You,6j7hih15xG2cdYwIJnQXsq,2011,67,0.63,0.894,10,-4.592,1,0.0544,0,0.181,0.364,142.051,218520,4
The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,2005,79,0.64,0.743,10,-4.08,1,0.0379,0,0.101,0.361,122.035,262533,4
Plain White T's,All That We Needed,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,2005,79,0.656,0.291,2,-10.572,1,0.0293,0,0.114,0.298,103.971,232533,4
Maroon 5,Songs About Jane,She Will Be Loved,5s5t0OFg9lIlBFaCI14K1i,2002,0,0.524,0.711,0,-5.494,0,0.0405,0,0.134,0.539,203.867,257133,4
Andy Grammer,Andy Grammer,Keep Your Head Up,7MapZTlRqFfUteNcghsTwf,2011,0,0.666,0.78,7,-5.177,1,0.0404,0,0.128,0.795,90.004,190480,4
Capital Cities,Safe And Sound,Safe And Sound,2Oj5BXOY01EDuJhVYNlEoq,2013,0,0.652,0.783,0,-4.829,1,0.0309,0.0173,0.0889,0.836,117.952,192693,5
The Bangles,Different Light,Manic Monday,5KYoPa5akZxiCn38xelbqI,1986,51,0.685,0.571,2,-11.623,1,0.0299,2.38e-06,0.214,0.869,121.737,184173,4
OneRepublic,Dreaming Out Loud,Apologize,1NrJYpdAi7uosDRPmSYrsG,2007,69,0.593,0.74,8,-6.12,1,0.0339,2.22e-05,0.102,0.502,118.008,208107,4
TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,1982,82,0.671,0.373,9,-18.064,1,0.0323,8.01e-05,0.0481,0.732,92.718,295893,4
Michael Franti & Spearhead,All Rebel Rockers,Say Hey (I Love You),0nnxf8p851ZR49KFnGWVsB,2008,0,0.738,0.983,5,-4.374,0,0.0855,5.93e-06,0.183,0.957,92.998,235760,4
Maroon 5,Red Pill Blues (Deluxe),What Lovers Do (feat. SZA),4nYsmWkuTaowTMy4gskmBw,2017,0,0.792,0.612,5,-5.212,0,0.0693,3.83e-06,0.0852,0.42,109.959,199849,4
The Chainsmokers,Paris,Paris,15vzANxN8G9wWfwAJLLMCg,2017,69,0.646,0.644,2,-6.763,1,0.031,0,0.0888,0.251,99.999,221520,4
John Legend,Love Me Now,Love Me Now,6hdkw1wzhIRYPlYDUtCY5m,2016,54,0.416,0.773,8,-3.784,1,0.0949,0,0.105,0.716,122.65,210307,4
Ariana Grande,My Everything (Deluxe),Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,2014,77,0.472,0.714,1,-4.389,0,0.0334,0,0.0764,0.24,98.992,236133,4
Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,2015,51,0.475,0.606,8,-6.646,1,0.0346,0,0.125,0.282,94.994,252534,4
Justin Bieber,Believe (Deluxe Edition),As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,2012,67,0.571,0.873,0,-3.382,0,0.1,0,0.361,0.613,139.691,229467,4
One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,2015,79,0.73,0.703,0,-5.672,0,0.0369,0,0.0657,0.595,138.113,192120,4
"Justin Bieber, BloodPop®",Friends (with BloodPop®),Friends (with BloodPop®),7iNIg7XDEaYECfWD5dJ9Va,2017,69,0.743,0.735,8,-5.337,1,0.0382,0,0.304,0.631,104.979,189467,4
Justin Bieber,Purpose (Deluxe),Love Yourself,50kpGaPAhYJ3sGmk6vplg0,2015,83,0.609,0.378,4,-9.828,1,0.438,0,0.28,0.515,100.418,233720,4
Justin Bieber,Purpose (Deluxe),Sorry,09CtPGIpYB4BrO8qb1RGsF,2015,81,0.654,0.76,0,-3.669,0,0.045,0,0.299,0.41,99.945,200787,4
Justin Bieber,Purpose (Deluxe),Purpose,2IjyFRCRn8x1bEquOM3vxg,2015,66,0.481,0.285,0,-10.848,1,0.0424,0,0.123,0.316,130.029,210160,4
Justin Bieber,Purpose (Deluxe),Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ,2015,53,0.687,0.705,9,-8.453,0,0.0522,0,0.164,0.449,110.048,238133,4
Justin Bieber,Journals,Heartbreaker,2GCKWEsbb0Xo1oodTOKVi1,2014,59,0.568,0.517,6,-7.316,0,0.0894,0,0.343,0.578,104.443,262840,4
Justin Bieber,My World 2.0,Somebody To Love,3rLIv187BhjyweFe89SgLn,2010,69,0.714,0.833,5,-5.239,1,0.0259,0,0.298,0.663,129.964,220920,4
"Justin Bieber, Cody Simpson",Home To Mama,Home To Mama,1qXDjWPzxa02VClFJmu6nx,2014,0,0.688,0.296,2,-11.064,1,0.0872,0.000166,0.115,0.478,89.091,203267,4
David Guetta,2U,2U,762UXiwEHYY97VL45sAUPR,2017,61,0.551,0.651,8,-5.828,0,0.0594,0,0.224,0.562,144.875,194907,4
"Luis Fonsi, Daddy Yankee",Despacito (Featuring Daddy Yankee),Despacito (Featuring Daddy Yankee),7CUYHcu0RnbOnMz4RuN07w,2017,60,0.659,0.802,2,-4.79,1,0.148,0,0.123,0.863,177.936,228200,4
Justin Bieber,Believe,Boyfriend,0171XsIM2xyeXRr6wsugEI,2012,0,0.717,0.55,10,-6.019,0,0.0521,0.00196,0.126,0.332,96.976,171333,4
Justin Bieber,Purpose (Deluxe),Company,61uyGDPJ06MkxJtHgPmuyO,2015,70,0.59,0.797,4,-4.901,0,0.0614,0,0.0846,0.425,94.948,208120,4
Skrillex,Purpose (Deluxe),Where Are Ü Now,0n8ob8S72lvznoVfiwz4qL,2015,0,0.432,0.74,7,-5.053,1,0.062,6.59e-06,0.14,0.193,139.42,242520,4
Justin Bieber,Purpose (Deluxe),Purpose,3jHCXrZNz8fQEEf4BpWCAj,2015,0,0.481,0.285,0,-10.848,1,0.0424,0,0.123,0.316,130.029,210160,4
Justin Bieber,Purpose (Deluxe),The Feeling,7vldwy3gdhmPRKWSCi8H61,2015,0,0.525,0.809,1,-6.185,0,0.0619,1.22e-06,0.0971,0.21,127.073,244907,4
Major Lazer,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),6DNtNfH8hXkqOX1sjqmI7p,2016,0,0.608,0.798,6,-5.092,0,0.0432,0,0.156,0.501,92.943,185352,4
Justin Bieber,Purpose (Deluxe),No Pressure,10SDxx0CFWGqgVVBeX22TP,2015,0,0.644,0.595,1,-6.877,1,0.215,0,0.279,0.554,148.889,286853,3
Justin Bieber,Never Say Never - The Remixes,Never Say Never,5GYbkDveRD2I8M5ZJ14hWn,2011,71,0.739,0.807,0,-5.063,1,0.0652,0,0.295,0.632,97.048,227853,4
Justin Bieber,Purpose (Deluxe),Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,2015,59,0.558,0.296,10,-9.18,1,0.0427,0,0.108,0.463,76.04,234787,4
Jason Derulo,Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,2010,66,0.615,0.711,11,-5.507,1,0.0779,0,0.145,0.711,144.036,221253,4
Katy Perry,One Of The Boys,Hot N Cold,1TEjSXPdAakDotj2Wji3PU,2008,72,0.706,0.841,7,-3.956,1,0.0418,0,0.0688,0.861,132.032,220227,4
Owl City,Ocean Eyes,Fireflies,3DamFFqW32WihKkTVlwTYQ,2009,78,0.512,0.662,3,-6.797,1,0.0439,0,0.118,0.472,180.114,228347,4
Taio Cruz,Rokstarr,Break Your Heart,1CdqVF1ywD0ZO1zXtB9yWa,2010,60,0.666,0.899,8,-4.676,1,0.028,0,0.0677,0.629,122.05,186267,4
Sean Kingston,Beautiful Girls,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,2007,77,0.762,0.661,1,-6.075,0,0.0687,0,0.256,0.769,130.009,225373,4
Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,2011,81,0.646,0.795,9,-3.293,1,0.0976,0,0.267,0.796,89.99,210960,4
Justin Bieber,Purpose (Deluxe),Mark My Words,2SnNaoNhMjC1WRMTWD8qTX,2015,57,0.383,0.256,0,-8.572,1,0.0332,2.69e-06,0.169,0.519,114.188,134347,4
Maroon 5,Overexposed (Deluxe),Payphone - Edit,5cy3CNTBZbX8vZUIsu4p7K,2012,46,0.741,0.783,4,-4.791,1,0.0415,0,0.302,0.534,110.002,231373,4
Katy Perry,Teenage Dream,Teenage Dream,5jzKL4BDMClWqRguW5qZvh,2010,72,0.719,0.798,10,-4.582,1,0.0361,2.34e-06,0.134,0.591,120.011,227741,4
Miley Cyrus,Hannah Montana The Movie,The Climb,0V8FYVlBFuXXTIvRnMbZyS,2009,67,0.327,0.588,4,-6.611,1,0.0336,0,0.104,0.329,161.074,236067,4
Far East Movement,Free Wired,Like A G6,5AyL2kgLtTWEu3qO3B9SqK,2010,73,0.435,0.837,3,-8.126,1,0.449,0,0.117,0.778,124.913,216893,4
Jason Derulo,Jason Derulo,In My Head,5BoIP8Eha5hwmRVURkC2Us,2010,62,0.762,0.748,0,-4.15,0,0.033,0,0.348,0.851,110.009,199027,4
Soft Cell,The Singles,Tainted Love,44hOGg1uFg1XJZGZYNwYmM,1986,0,0.569,0.402,0,-10.151,1,0.0433,0,0.134,0.696,144.635,162507,4
Ariana Grande,Problem,Problem,3cySlItpiPiIAzU3NyHCJf,2014,0,0.66,0.798,1,-5.326,0,0.162,2.2e-05,0.103,0.627,103.022,193987,4
Ariana Grande,Dangerous Woman,Dangerous Woman,6T506SFlFUVVNvnmCiVZR0,2016,0,0.662,0.618,7,-5.26,1,0.0455,0,0.355,0.261,134.022,235947,3
Troy,Breaking Free,Start of Something New,0RPtk7brObnK3uzTbixenA,2006,37,0.665,0.762,7,-6.371,1,0.0306,0,0.0891,0.229,103.974,199093,4
High School Musical Cast,High School Musical Original Soundtrack,We're All In This Together,5t5LFepMdws4nudg1EiWdd,2006,47,0.758,0.941,6,-6.356,1,0.0677,0,0.605,0.824,116.005,231427,4
Zac Efron,High School Musical 2 Original Soundtrack,Gotta Go My Own Way,0moS6k1E4YNbkG4Dxet8ZH,2007,54,0.432,0.69,9,-4.772,1,0.0292,4.31e-05,0.184,0.264,88.797,222493,4
Katy Perry,PRISM (Deluxe),Dark Horse,5jrdCoLpJSvHHorevXBATy,2013,78,0.645,0.585,6,-6.122,1,0.0513,0,0.165,0.353,131.931,215672,4
Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,1987,80,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.818,291293,4
One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,2013,82,0.6,0.663,3,-5.802,1,0.0477,0,0.119,0.286,121.07,245493,4
Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),5ifX6jfT33QWKP9DE0YRG8,2012,0,0.711,0.807,1,-8.817,1,0.0456,0.000387,0.0854,0.861,118.819,290427,4
Hannah Montana,Hannah Montana,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",6Z0F3Mqj7tq1CBZo5qMlUg,2006,63,0.676,0.861,1,-3.645,1,0.0501,0,0.0613,0.681,124.031,174120,3
Cascada,Everytime We Touch [Premium Edition],Every time we touch,2gOlrge3YTmYPwsCGgU62K,2006,0,0.633,0.976,8,-5.362,1,0.0519,1.29e-05,0.382,0.493,142.027,197124,4
Billy Joel,An Innocent Man,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,1983,78,0.701,0.944,4,-2.986,1,0.0455,0,0.601,0.792,128.993,197707,4
*NSYNC,No Strings Attached,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,2000,70,0.61,0.926,8,-4.843,0,0.0479,0.0012,0.0821,0.861,172.638,200400,4
Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Girls Just Want to Have Fun,2zjt2hHBbiv5SuxYg8Z7eP,2014,66,0.707,0.788,6,-5.269,1,0.0333,0.000571,0.308,0.746,120.465,238120,4
The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,3b0EOvScbZUc0qJx0E1L2z,1969,0,0.639,0.548,8,-13.534,1,0.0394,9.68e-05,0.366,0.887,98.359,176333,4
Neil Diamond,Sweet Caroline,Sweet Caroline,3zByVQLvdXUaDTubfWkpCk,1969,0,0.529,0.127,11,-16.066,1,0.0274,0.000109,0.237,0.578,63.05,203573,4
Van Morrison,Super Hits,Brown Eyed Girl,4myBMnNWZlgvVelYeTu55w,1999,0,0.478,0.678,7,-7.032,1,0.0364,0,0.577,0.892,151.466,182960,4
Bryan Adams,The Best Of Me,Summer Of '69,5EU1mh0C4Km3k6vGvIDN2J,2002,0,0.497,0.852,2,-5.517,1,0.0405,0,0.0793,0.713,138.8,212933,4
Kelly Clarkson,Breakaway,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,2004,71,0.662,0.741,0,-5.406,1,0.0334,0.0303,0.114,0.404,131.0,188960,4
Katy Perry,Hot N Cold,Hot N Cold,22Lg6vvMS2JC07aAjsGvtU,2008,53,0.702,0.839,7,-3.992,1,0.0439,0,0.072,0.856,132.007,223227,4
Kesha,Animal,TiK ToK,6nYoTBmGFNgfTyRC8x1Fvp,2010,0,0.755,0.832,2,-2.741,0,0.116,1.27e-06,0.291,0.735,120.032,199693,4
One Direction,Made In The A.M. (Deluxe Edition),Perfect,3NLnwwAQbbFKcEcV8hDItk,2015,78,0.647,0.823,2,-5.231,1,0.0762,0,0.119,0.396,99.933,230333,4
Ed Sheeran,+,Lego House,47ltkdjKBMHelkhJavYLQ4,2011,19,0.592,0.637,11,-8.48,1,0.0992,0,0.13,0.565,159.701,185093,4
The Jackson 5,Greatest Hits,I Want You Back,2OSfEYKhlSsLx6vn4O75RK,1971,60,0.667,0.669,8,-6.264,1,0.0326,0.0023,0.215,0.947,98.264,178493,4
Jason Derulo,It Girl,It Girl,2giHiZTf7a3UKkYvENgavP,2011,34,0.668,0.718,1,-4.736,0,0.0605,0,0.104,0.345,91.993,192200,4
Jason Derulo,Talk Dirty,Wiggle (feat. Snoop Dogg),2sLwPnIP3CUVmIuHranJZU,2013,57,0.697,0.621,9,-6.886,0,0.25,0,0.162,0.721,81.946,193296,4
John Legend,DARKNESS AND LIGHT,Love Me Now,6nxQdXa1uAL0rY72wPZu89,2016,64,0.495,0.762,8,-3.842,1,0.0862,0,0.0763,0.708,123.893,210293,4
Kid Rock,All Summer Long,All Summer Long,7t00jJDygiHzPabOYS6AGb,2008,45,0.702,0.875,7,-3.588,1,0.0283,0,0.0872,0.905,103.002,296960,4
OMI,Cheerleader (Felix Jaehn Remix Radio Edit),Cheerleader (Felix Jaehn Remix) - Radio Edit,4fTHdMTq0Znl3djLI1Typn,2015,47,0.827,0.576,4,-7.774,1,0.0372,0.029,0.0656,0.41,118.04,180021,4
Sam Hunt,Montevallo,Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71,2014,68,0.579,0.776,8,-5.365,1,0.173,0,0.239,0.434,136.044,229880,4
Sam Hunt,Body Like A Back Road,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,2017,70,0.732,0.458,5,-7.225,1,0.0311,0,0.136,0.661,98.938,165387,4
Sean Kingston,Sean Kingston,Beautiful Girls,67D9O4Oau629qirRXtTWCS,2008,66,0.745,0.666,9,-5.899,1,0.0566,0,0.302,0.708,129.995,241933,4
Tommy Tutone,Tommy Tutone - 2,867-5309 / Jenny,6iX1f3r7oUJnMbGgQ2gx1j,1981,62,0.584,0.708,5,-10.039,1,0.0593,0.00364,0.112,0.564,137.657,226200,4
